id;type;label;S1;S2;S3
19941;ORIENTATION;EMPTY;test;test;test
19942;ORIENTATION;EMPTY;test;test;test
19943;ORIENTATION;EMPTY;test;test;test
19944;ORIENTATION;EMPTY;test;test;test
19945;ORIENTATION;EMPTY;test;test;test
19946;ORIENTATION;ARROW_LEFT;test;test;test
19947;ORIENTATION;EMPTY;test;test;test
19948;ORIENTATION;ARROW_UP;test;test;test
19949;ORIENTATION;EMPTY;test;test;test
19950;ORIENTATION;EMPTY;test;test;test
19951;ORIENTATION;EMPTY;test;test;test
19952;ORIENTATION;EMPTY;test;test;test
19953;ORIENTATION;EMPTY;test;test;test
19954;ORIENTATION;EMPTY;test;test;test
19955;ORIENTATION;ARROW_UP;test;test;train
19956;ORIENTATION;EMPTY;test;test;test
19957;ORIENTATION;EMPTY;test;test;test
19958;ORIENTATION;EMPTY;test;test;test
19959;ORIENTATION;ARROW_UP;test;test;train
19960;ORIENTATION;EMPTY;test;test;test
19961;ORIENTATION;EMPTY;test;test;test
19962;ORIENTATION;ARROW_DOWN;test;test;train
19963;ORIENTATION;EMPTY;test;test;test
19964;ORIENTATION;EMPTY;test;test;test
19965;ORIENTATION;ARROW_UP;test;test;train
19966;ORIENTATION;EMPTY;test;test;test
19967;ORIENTATION;EMPTY;test;test;test
19968;ORIENTATION;EMPTY;test;test;test
19969;ORIENTATION;EMPTY;test;test;test
19970;ORIENTATION;ARROW_DOWN;test;test;train
19971;ORIENTATION;ARROW_DOWN;test;test;train
19972;ORIENTATION;EMPTY;test;test;test
19973;ORIENTATION;EMPTY;test;test;test
19974;ORIENTATION;EMPTY;test;test;test
19975;ORIENTATION;EMPTY;test;test;test
19976;ORIENTATION;EMPTY;test;test;test
19977;ORIENTATION;EMPTY;test;test;test
19978;ORIENTATION;EMPTY;test;test;test
19979;ORIENTATION;EMPTY;test;test;test
19980;ORIENTATION;ARROW_RIGHT;test;test;valid
19981;ORIENTATION;EMPTY;test;test;test
19982;ORIENTATION;ARROW_LEFT;test;test;train
19983;ORIENTATION;EMPTY;test;test;test
19984;ORIENTATION;EMPTY;test;test;train
19985;ORIENTATION;EMPTY;test;test;test
19986;ORIENTATION;EMPTY;test;test;test
19987;ORIENTATION;EMPTY;test;test;test
19988;ORIENTATION;EMPTY;test;test;train
19989;ORIENTATION;ARROW_RIGHT;test;test;train
19990;ORIENTATION;EMPTY;test;test;test
19991;ORIENTATION;EMPTY;test;test;test
19992;ORIENTATION;EMPTY;test;test;test
19993;ORIENTATION;EMPTY;test;test;train
19994;ORIENTATION;EMPTY;test;test;test
19995;ORIENTATION;EMPTY;test;test;test
19996;ORIENTATION;EMPTY;test;test;test
19997;ORIENTATION;ARROW_RIGHT;test;test;train
19998;ORIENTATION;EMPTY;test;test;test
19999;ORIENTATION;EMPTY;test;test;test
20000;ORIENTATION;EMPTY;test;test;test
20001;ORIENTATION;EMPTY;test;test;test
20002;ORIENTATION;EMPTY;test;test;train
20003;ORIENTATION;EMPTY;test;test;train
20004;ORIENTATION;ARROW_LEFT;test;test;train
20005;ORIENTATION;EMPTY;test;test;test
20006;ORIENTATION;EMPTY;test;test;train
20007;ORIENTATION;EMPTY;test;test;test
20008;ORIENTATION;EMPTY;test;test;test
20009;ORIENTATION;EMPTY;test;test;test
20010;ORIENTATION;EMPTY;test;test;test
20011;ORIENTATION;NOT_READABLE;test;test;valid
20012;ORIENTATION;EMPTY;test;test;test
20013;ORIENTATION;EMPTY;test;test;test
20014;ORIENTATION;EMPTY;test;test;test
20015;ORIENTATION;EMPTY;test;test;test
20016;ORIENTATION;EMPTY;test;test;test
20017;ORIENTATION;EMPTY;test;test;test
20018;ORIENTATION;ARROW_UP;test;test;train
20019;COMMAND;MINUS_ONE;test;test;test
20020;COMMAND;NOT_READABLE;test;test;train
20021;COMMAND;NOT_READABLE;test;test;train
20022;ORIENTATION;EMPTY;test;test;test
20023;ORIENTATION;EMPTY;test;test;train
20024;ORIENTATION;EMPTY;test;test;test
20025;ORIENTATION;EMPTY;test;test;test
20026;ORIENTATION;EMPTY;test;test;test
20027;ORIENTATION;EMPTY;test;test;test
20028;COMMAND;NOT_READABLE;test;test;train
20029;COMMAND;NOT_READABLE;test;test;train
20030;COMMAND;PLUS_ONE;test;test;train
20031;COMMAND;TURN_RIGHT;test;test;test
20032;COMMAND;PLUS_ONE;test;test;test
20033;COMMAND;NOT_READABLE;test;test;train
20034;COMMAND;MINUS_ONE;test;test;train
20035;COMMAND;TURN_RIGHT;test;test;test
20036;COMMAND;NOT_READABLE;test;test;train
20037;COMMAND;NOT_READABLE;test;test;test
20038;COMMAND;TURN_RIGHT;test;test;test
20039;COMMAND;MINUS_ONE;test;test;train
20040;COMMAND;INSPECT;;;
20041;COMMAND;TURN_RIGHT;test;test;test
20042;COMMAND;MINUS_ONE;test;test;test
20043;COMMAND;NOT_READABLE;test;test;test
20044;COMMAND;PLUS_ONE;test;test;train
20045;COMMAND;TURN_RIGHT;test;test;test
20046;COMMAND;PLUS_ONE;test;test;train
20047;COMMAND;TURN_LEFT;test;test;train
20048;COMMAND;MINUS_ONE;test;test;train
20049;COMMAND;TURN_LEFT;test;test;test
20050;COMMAND;PLUS_ONE;test;test;test
20051;COMMAND;TURN_RIGHT;test;test;train
20052;COMMAND;NOT_READABLE;test;test;test
20053;COMMAND;NOT_READABLE;test;test;train
20054;COMMAND;EMPTY;test;test;train
20055;COMMAND;TURN_LEFT;test;test;test
20219;ORIENTATION;EMPTY;test;test;test
20220;ORIENTATION;EMPTY;test;test;test
20221;ORIENTATION;EMPTY;test;test;test
20222;ORIENTATION;EMPTY;test;test;test
20223;ORIENTATION;ARROW_RIGHT;test;test;test
20224;ORIENTATION;EMPTY;test;test;test
20225;ORIENTATION;ARROW_LEFT;test;test;train
20226;ORIENTATION;EMPTY;test;test;train
20227;ORIENTATION;EMPTY;test;test;test
20228;ORIENTATION;EMPTY;test;test;test
20229;ORIENTATION;EMPTY;test;test;test
20230;ORIENTATION;EMPTY;test;test;test
20231;ORIENTATION;EMPTY;test;test;test
20232;ORIENTATION;EMPTY;test;test;test
20233;ORIENTATION;EMPTY;test;test;train
20234;ORIENTATION;EMPTY;test;test;train
20235;ORIENTATION;EMPTY;test;test;train
20236;ORIENTATION;EMPTY;test;test;test
20237;ORIENTATION;EMPTY;test;test;test
20238;ORIENTATION;EMPTY;test;test;test
20239;ORIENTATION;ARROW_RIGHT;test;test;train
20240;ORIENTATION;EMPTY;test;test;test
20241;ORIENTATION;EMPTY;test;test;test
20242;ORIENTATION;EMPTY;test;test;test
20243;ORIENTATION;EMPTY;test;test;test
20244;ORIENTATION;EMPTY;test;test;test
20245;ORIENTATION;EMPTY;test;test;test
20246;ORIENTATION;EMPTY;test;test;test
20247;ORIENTATION;EMPTY;test;test;test
20248;ORIENTATION;EMPTY;test;test;test
20249;ORIENTATION;EMPTY;test;test;test
20250;ORIENTATION;EMPTY;test;test;train
20251;ORIENTATION;EMPTY;test;test;valid
20252;ORIENTATION;EMPTY;test;test;test
20253;ORIENTATION;EMPTY;test;test;test
20254;ORIENTATION;EMPTY;test;test;train
20255;ORIENTATION;ARROW_DOWN;test;test;train
20256;ORIENTATION;EMPTY;test;test;test
20257;ORIENTATION;EMPTY;test;test;test
20258;ORIENTATION;EMPTY;test;test;test
20259;ORIENTATION;EMPTY;test;test;test
20260;ORIENTATION;EMPTY;test;test;test
20261;ORIENTATION;EMPTY;test;test;test
20262;ORIENTATION;EMPTY;test;test;test
20263;ORIENTATION;EMPTY;test;test;test
20264;ORIENTATION;EMPTY;test;test;test
20265;ORIENTATION;EMPTY;test;test;test
20266;ORIENTATION;EMPTY;test;test;test
20267;ORIENTATION;EMPTY;test;test;test
20268;ORIENTATION;EMPTY;test;test;test
20269;ORIENTATION;EMPTY;test;test;test
20270;ORIENTATION;EMPTY;test;test;train
20271;CROSS;EMPTY;test;test;valid
20272;CROSS;EMPTY;test;test;train
20273;CROSS;CHECKED;test;test;train
20274;CROSS;EMPTY;test;test;test
20275;CROSS;CHECKED;test;test;train
20276;CROSS;EMPTY;test;test;test
20277;COMMAND;TURN_LEFT;test;test;valid
20278;COMMAND;PLUS_ONE;test;test;test
20279;CROSS;EMPTY;test;test;train
20280;CROSS;CHECKED;test;test;test
20281;CROSS;EMPTY;test;test;train
20282;CROSS;EMPTY;test;test;test
20283;CROSS;EMPTY;test;test;train
20284;CROSS;EMPTY;test;test;train
20285;CROSS;EMPTY;test;test;train
20286;CROSS;EMPTY;test;test;test
20287;CROSS;EMPTY;test;test;train
20288;CROSS;EMPTY;test;test;train
20289;COMMAND;TURN_RIGHT;test;test;test
20290;CROSS;EMPTY;test;test;valid
20291;CROSS;CHECKED;test;test;train
20292;CROSS;EMPTY;test;test;train
20293;CROSS;EMPTY;test;test;train
20294;CROSS;EMPTY;test;test;train
20295;CROSS;EMPTY;test;test;test
20296;CROSS;EMPTY;test;test;train
20297;CROSS;EMPTY;test;test;test
20298;CROSS;EMPTY;test;test;test
20299;CROSS;EMPTY;test;test;train
20300;COMMAND;INSPECT;;;
20301;COMMAND;MINUS_ONE;test;test;train
20302;COMMAND;TURN_RIGHT;test;test;test
20303;COMMAND;EMPTY;test;test;train
20304;CROSS;EMPTY;test;test;test
20305;CROSS;EMPTY;test;test;test
20306;CROSS;CHECKED;test;test;valid
20307;CROSS;EMPTY;test;test;train
20308;CROSS;EMPTY;test;test;train
20309;CROSS;EMPTY;test;test;test
20310;CROSS;EMPTY;test;test;test
20311;CROSS;EMPTY;test;test;test
20319;CROSS;EMPTY;test;test;train
20326;CROSS;EMPTY;test;test;train
20327;CROSS;EMPTY;test;test;train
20328;CROSS;EMPTY;test;test;test
20329;CROSS;EMPTY;test;test;test
20330;CROSS;EMPTY;test;test;train
20331;CROSS;EMPTY;test;test;test
20332;CROSS;EMPTY;test;test;test
20333;COMMAND;EMPTY;test;test;test
20334;COMMAND;EMPTY;test;test;train
20335;COMMAND;EMPTY;test;test;test
20336;COMMAND;EMPTY;test;test;train
20337;COMMAND;EMPTY;test;test;test
20338;COMMAND;EMPTY;test;test;test
20339;COMMAND;EMPTY;test;test;train
20340;COMMAND;EMPTY;test;test;train
20341;COMMAND;EMPTY;test;test;test
20342;COMMAND;EMPTY;test;test;test
20343;COMMAND;EMPTY;test;test;valid
20344;COMMAND;EMPTY;test;test;test
20345;COMMAND;EMPTY;test;test;test
20346;COMMAND;EMPTY;test;test;train
20347;COMMAND;EMPTY;test;test;test
20348;COMMAND;EMPTY;test;test;test
20349;COMMAND;EMPTY;test;test;test
20350;COMMAND;EMPTY;test;test;test
20351;COMMAND;EMPTY;test;test;test
20352;COMMAND;EMPTY;test;test;test
20353;COMMAND;EMPTY;test;test;test
20354;COMMAND;EMPTY;test;test;test
20355;COMMAND;EMPTY;test;test;test
20356;COMMAND;EMPTY;test;test;test
20357;COMMAND;EMPTY;test;test;test
20358;COMMAND;EMPTY;test;test;test
20359;COMMAND;EMPTY;test;test;test
20360;COMMAND;EMPTY;test;test;test
20361;COMMAND;EMPTY;test;test;train
20362;COMMAND;EMPTY;test;test;test
20363;COMMAND;EMPTY;test;test;train
20364;COMMAND;EMPTY;test;test;test
20365;COMMAND;EMPTY;test;test;train
20366;COMMAND;EMPTY;test;test;test
20367;COMMAND;EMPTY;test;test;test
20368;COMMAND;EMPTY;test;test;test
20369;COMMAND;EMPTY;test;test;test
20370;COMMAND;EMPTY;test;test;train
20371;COMMAND;EMPTY;test;test;train
20372;COMMAND;EMPTY;test;test;test
20373;COMMAND;EMPTY;test;test;test
20374;COMMAND;EMPTY;test;test;test
20375;COMMAND;EMPTY;test;test;train
20376;COMMAND;EMPTY;test;test;test
20377;COMMAND;EMPTY;test;test;test
20378;COMMAND;EMPTY;test;test;test
20379;COMMAND;EMPTY;test;test;train
20380;COMMAND;EMPTY;test;test;test
20381;COMMAND;EMPTY;test;test;test
20382;COMMAND;EMPTY;test;test;test
20383;COMMAND;EMPTY;test;test;test
20384;COMMAND;EMPTY;test;test;test
20385;COMMAND;EMPTY;test;test;test
20386;COMMAND;EMPTY;test;test;test
20387;COMMAND;EMPTY;test;test;test
20388;COMMAND;EMPTY;test;test;test
20389;COMMAND;EMPTY;test;test;test
20390;COMMAND;EMPTY;test;test;test
20391;COMMAND;EMPTY;test;test;test
20392;COMMAND;EMPTY;test;test;test
20393;COMMAND;EMPTY;test;test;test
20394;COMMAND;EMPTY;test;test;test
20395;COMMAND;EMPTY;test;test;test
20396;COMMAND;EMPTY;test;test;test
20397;COMMAND;EMPTY;test;test;test
20398;COMMAND;EMPTY;test;test;test
20399;COMMAND;EMPTY;test;test;test
20400;COMMAND;EMPTY;test;test;test
20401;COMMAND;EMPTY;test;test;test
20402;COMMAND;EMPTY;test;test;test
20403;COMMAND;EMPTY;test;test;train
20404;COMMAND;EMPTY;test;test;test
20405;COMMAND;EMPTY;test;test;test
20406;COMMAND;EMPTY;test;test;test
20407;COMMAND;EMPTY;test;test;valid
20408;COMMAND;EMPTY;test;test;test
20409;COMMAND;EMPTY;test;test;valid
20410;COMMAND;EMPTY;test;test;test
20411;COMMAND;EMPTY;test;test;test
20412;COMMAND;EMPTY;test;test;valid
20413;COMMAND;EMPTY;test;test;test
20414;COMMAND;EMPTY;test;test;test
20415;COMMAND;EMPTY;test;test;test
20416;COMMAND;EMPTY;test;test;test
20417;COMMAND;EMPTY;test;test;test
20418;COMMAND;EMPTY;test;test;test
20419;COMMAND;EMPTY;test;test;train
20420;COMMAND;EMPTY;test;test;train
20421;COMMAND;EMPTY;test;test;test
20422;COMMAND;EMPTY;test;test;test
20423;COMMAND;EMPTY;test;test;test
20424;COMMAND;EMPTY;test;test;test
20425;COMMAND;EMPTY;test;test;train
20426;COMMAND;EMPTY;test;test;test
20427;COMMAND;EMPTY;test;test;test
20428;COMMAND;EMPTY;test;test;test
20429;COMMAND;EMPTY;test;test;test
20430;COMMAND;EMPTY;test;test;test
20431;COMMAND;EMPTY;test;test;test
20432;COMMAND;EMPTY;test;test;train
20433;COMMAND;EMPTY;test;test;test
20434;COMMAND;EMPTY;test;test;train
20435;COMMAND;EMPTY;test;test;train
20436;COMMAND;EMPTY;test;test;test
20437;COMMAND;EMPTY;test;test;test
20438;COMMAND;EMPTY;test;test;test
20439;COMMAND;EMPTY;test;test;train
20440;COMMAND;EMPTY;test;test;test
20441;COMMAND;EMPTY;test;test;test
20442;COMMAND;EMPTY;test;test;test
20443;COMMAND;MINUS_ONE;test;test;test
20444;COMMAND;TURN_LEFT;test;test;test
20445;COMMAND;EMPTY;test;test;test
20446;COMMAND;EMPTY;test;test;test
20447;COMMAND;EMPTY;test;test;test
20448;COMMAND;EMPTY;test;test;test
20449;COMMAND;EMPTY;test;test;test
20450;COMMAND;EMPTY;test;test;train
20451;COMMAND;EMPTY;test;test;test
20452;COMMAND;EMPTY;test;test;test
20453;COMMAND;EMPTY;test;test;test
20454;COMMAND;EMPTY;test;test;test
20455;COMMAND;PLUS_ONE;test;test;test
20456;COMMAND;EMPTY;test;test;test
20457;COMMAND;EMPTY;test;test;test
20458;COMMAND;EMPTY;test;test;test
20459;COMMAND;EMPTY;test;test;test
20460;COMMAND;EMPTY;test;test;test
20461;COMMAND;EMPTY;test;test;test
20462;COMMAND;EMPTY;test;test;test
20463;COMMAND;EMPTY;test;test;test
20464;COMMAND;EMPTY;test;test;valid
20465;COMMAND;EMPTY;test;test;train
20466;COMMAND;PLUS_ONE;test;test;test
20467;COMMAND;EMPTY;test;test;train
20468;COMMAND;EMPTY;test;test;valid
20469;COMMAND;EMPTY;test;test;train
20470;COMMAND;EMPTY;test;test;test
20471;COMMAND;EMPTY;test;test;train
20472;COMMAND;EMPTY;test;test;test
20473;COMMAND;EMPTY;test;test;test
20474;COMMAND;EMPTY;test;test;test
20475;COMMAND;EMPTY;test;test;test
20476;COMMAND;PLUS_ONE;test;test;test
20477;COMMAND;PLUS_ONE;test;test;test
20478;COMMAND;TURN_RIGHT;test;test;test
20479;COMMAND;PLUS_ONE;test;test;test
20480;COMMAND;EMPTY;test;test;test
20481;COMMAND;EMPTY;test;test;test
20482;COMMAND;EMPTY;test;test;test
20483;COMMAND;EMPTY;test;test;valid
20484;COMMAND;EMPTY;test;test;test
20485;COMMAND;EMPTY;test;test;test
20486;COMMAND;EMPTY;test;test;test
20487;COMMAND;EMPTY;test;test;test
20488;COMMAND;EMPTY;test;test;train
20489;COMMAND;EMPTY;test;test;test
20490;COMMAND;EMPTY;test;test;test
20491;COMMAND;EMPTY;test;test;test
20492;COMMAND;EMPTY;test;test;test
20493;COMMAND;EMPTY;test;test;test
20494;COMMAND;EMPTY;test;test;test
20495;COMMAND;EMPTY;test;test;test
20496;COMMAND;EMPTY;test;test;test
20497;COMMAND;EMPTY;test;test;test
20498;COMMAND;EMPTY;test;test;test
20499;COMMAND;EMPTY;test;test;train
20500;COMMAND;EMPTY;test;test;test
20501;COMMAND;EMPTY;test;test;test
20502;COMMAND;EMPTY;test;test;test
20503;COMMAND;EMPTY;test;test;test
20504;COMMAND;EMPTY;test;test;test
20505;COMMAND;EMPTY;test;test;test
20506;COMMAND;EMPTY;test;test;test
20507;COMMAND;EMPTY;test;test;test
20508;COMMAND;EMPTY;test;test;train
20509;COMMAND;EMPTY;test;test;train
20510;COMMAND;EMPTY;test;test;train
20511;COMMAND;EMPTY;test;test;test
20512;COMMAND;EMPTY;test;test;test
20513;COMMAND;EMPTY;test;test;test
20514;COMMAND;EMPTY;test;test;test
20515;COMMAND;EMPTY;test;test;test
20516;COMMAND;EMPTY;test;test;test
20517;COMMAND;EMPTY;test;test;test
20518;COMMAND;EMPTY;test;test;test
20519;COMMAND;EMPTY;test;test;test
20520;COMMAND;EMPTY;test;test;train
20521;COMMAND;EMPTY;test;test;test
20522;COMMAND;EMPTY;test;test;test
20523;COMMAND;EMPTY;test;test;test
20524;COMMAND;EMPTY;test;test;test
20525;COMMAND;EMPTY;test;test;train
20526;COMMAND;EMPTY;test;test;test
20527;COMMAND;EMPTY;test;test;test
20528;COMMAND;EMPTY;test;test;train
20529;COMMAND;EMPTY;test;test;test
20530;COMMAND;EMPTY;test;test;test
20531;COMMAND;EMPTY;test;test;test
20532;COMMAND;EMPTY;test;test;test
20533;COMMAND;EMPTY;test;test;test
20534;COMMAND;EMPTY;test;test;test
20535;COMMAND;EMPTY;test;test;test
20536;COMMAND;EMPTY;test;test;test
20537;COMMAND;EMPTY;test;test;test
20538;COMMAND;EMPTY;test;test;test
20539;COMMAND;EMPTY;test;test;train
20540;COMMAND;EMPTY;test;test;test
20541;COMMAND;EMPTY;test;test;valid
20542;COMMAND;EMPTY;test;test;test
20543;COMMAND;EMPTY;test;test;test
20544;COMMAND;EMPTY;test;test;test
20545;COMMAND;EMPTY;test;test;test
20546;COMMAND;EMPTY;test;test;test
20547;COMMAND;EMPTY;test;test;test
20548;COMMAND;EMPTY;test;test;test
20549;COMMAND;EMPTY;test;test;train
20550;COMMAND;EMPTY;test;test;test
20551;COMMAND;EMPTY;test;test;test
20552;COMMAND;EMPTY;test;test;test
20553;COMMAND;EMPTY;test;test;test
20554;COMMAND;EMPTY;test;test;test
20555;COMMAND;EMPTY;test;test;test
20556;COMMAND;EMPTY;test;test;train
20557;COMMAND;EMPTY;test;test;test
20558;COMMAND;EMPTY;test;test;valid
20559;COMMAND;EMPTY;test;test;test
20560;COMMAND;EMPTY;test;test;test
20561;COMMAND;EMPTY;test;test;test
20562;COMMAND;EMPTY;test;test;test
20563;COMMAND;EMPTY;test;test;train
20564;COMMAND;EMPTY;test;test;test
20565;COMMAND;EMPTY;test;test;test
20566;COMMAND;EMPTY;test;test;test
20567;COMMAND;EMPTY;test;test;test
20568;COMMAND;EMPTY;test;test;train
20569;COMMAND;EMPTY;test;test;test
20570;COMMAND;EMPTY;test;test;test
20571;COMMAND;EMPTY;test;test;test
20572;COMMAND;EMPTY;test;test;test
20573;COMMAND;EMPTY;test;test;valid
20574;COMMAND;EMPTY;test;test;test
20575;COMMAND;EMPTY;test;test;test
20576;COMMAND;EMPTY;test;test;test
20577;COMMAND;EMPTY;test;test;test
20578;COMMAND;EMPTY;test;test;train
20579;COMMAND;EMPTY;test;test;test
20580;COMMAND;EMPTY;test;test;test
20581;COMMAND;EMPTY;test;test;train
20582;COMMAND;EMPTY;test;test;test
20583;COMMAND;EMPTY;test;test;test
20584;COMMAND;EMPTY;test;test;test
20585;COMMAND;EMPTY;test;test;test
20586;COMMAND;EMPTY;test;test;test
20587;COMMAND;EMPTY;test;test;test
20588;COMMAND;EMPTY;test;test;test
20589;COMMAND;EMPTY;test;test;test
20590;COMMAND;EMPTY;test;test;test
20591;COMMAND;EMPTY;test;test;test
20592;COMMAND;EMPTY;test;test;train
20593;COMMAND;EMPTY;test;test;test
20594;COMMAND;EMPTY;test;test;test
20595;COMMAND;EMPTY;test;test;train
20596;COMMAND;EMPTY;test;test;test
20597;COMMAND;EMPTY;test;test;test
20598;COMMAND;EMPTY;test;test;train
20599;COMMAND;EMPTY;test;test;test
20600;COMMAND;EMPTY;test;test;test
20601;COMMAND;EMPTY;test;test;test
20602;COMMAND;EMPTY;test;test;test
20603;COMMAND;EMPTY;test;test;test
20604;COMMAND;EMPTY;test;test;test
20605;COMMAND;EMPTY;test;test;test
20606;COMMAND;EMPTY;test;test;train
20607;COMMAND;EMPTY;test;test;test
20608;COMMAND;EMPTY;test;test;train
20609;COMMAND;EMPTY;test;test;test
20610;COMMAND;EMPTY;test;test;test
20611;COMMAND;EMPTY;test;test;test
20612;COMMAND;EMPTY;test;test;train
20613;COMMAND;EMPTY;test;test;test
20614;COMMAND;EMPTY;test;test;test
20615;COMMAND;EMPTY;test;test;test
20616;COMMAND;EMPTY;test;test;train
20617;COMMAND;EMPTY;test;test;test
20618;COMMAND;EMPTY;test;test;test
20619;COMMAND;EMPTY;test;test;test
20620;COMMAND;EMPTY;test;test;valid
20621;COMMAND;EMPTY;test;test;test
20622;COMMAND;EMPTY;test;test;test
20623;COMMAND;EMPTY;test;test;train
20624;COMMAND;EMPTY;test;test;test
20625;COMMAND;EMPTY;test;test;test
20626;COMMAND;EMPTY;test;test;test
20627;COMMAND;EMPTY;test;test;test
20628;COMMAND;EMPTY;test;test;test
20629;COMMAND;EMPTY;test;test;test
20630;COMMAND;EMPTY;test;test;test
20631;COMMAND;EMPTY;test;test;test
20632;COMMAND;EMPTY;test;test;test
20633;COMMAND;EMPTY;test;test;test
20634;COMMAND;EMPTY;test;test;test
20635;COMMAND;EMPTY;test;test;test
20636;COMMAND;EMPTY;test;test;test
20637;COMMAND;EMPTY;test;test;train
20638;COMMAND;EMPTY;test;test;train
20639;COMMAND;EMPTY;test;test;test
20640;COMMAND;EMPTY;test;test;test
20641;COMMAND;EMPTY;test;test;test
20642;COMMAND;EMPTY;test;test;test
20643;COMMAND;EMPTY;test;test;test
20644;COMMAND;EMPTY;test;test;test
20645;COMMAND;EMPTY;test;test;train
20646;COMMAND;EMPTY;test;test;test
20647;COMMAND;EMPTY;test;test;train
20648;COMMAND;EMPTY;test;test;test
20649;COMMAND;EMPTY;test;test;test
20650;COMMAND;EMPTY;test;test;test
20651;COMMAND;EMPTY;test;test;test
20652;COMMAND;EMPTY;test;test;test
20653;COMMAND;EMPTY;test;test;test
20654;COMMAND;EMPTY;test;test;test
20655;COMMAND;EMPTY;test;test;test
20656;COMMAND;EMPTY;test;test;test
20657;COMMAND;EMPTY;test;test;test
20658;COMMAND;EMPTY;test;test;test
20659;COMMAND;EMPTY;test;test;test
20660;COMMAND;EMPTY;test;test;test
20661;COMMAND;EMPTY;test;test;test
20662;ORIENTATION;EMPTY;test;test;test
20663;ORIENTATION;EMPTY;test;test;test
20664;ORIENTATION;EMPTY;test;test;test
20665;ORIENTATION;EMPTY;test;test;test
20666;ORIENTATION;EMPTY;test;test;train
20667;ORIENTATION;EMPTY;test;test;test
20668;ORIENTATION;EMPTY;test;test;test
20669;ORIENTATION;EMPTY;test;test;test
20670;ORIENTATION;EMPTY;test;test;test
20671;ORIENTATION;EMPTY;test;test;test
20672;ORIENTATION;EMPTY;test;test;test
20673;ORIENTATION;EMPTY;test;test;test
20674;ORIENTATION;EMPTY;test;test;test
20675;ORIENTATION;EMPTY;test;test;test
20676;ORIENTATION;EMPTY;test;test;test
20677;ORIENTATION;EMPTY;test;test;test
20678;ORIENTATION;EMPTY;test;test;test
20679;ORIENTATION;EMPTY;test;test;test
20680;ORIENTATION;EMPTY;test;test;test
20681;ORIENTATION;EMPTY;test;test;test
20682;ORIENTATION;EMPTY;test;test;test
20683;ORIENTATION;EMPTY;test;test;test
20684;ORIENTATION;EMPTY;test;test;test
20685;ORIENTATION;EMPTY;test;test;test
20686;ORIENTATION;EMPTY;test;test;test
20687;ORIENTATION;EMPTY;test;test;test
20688;ORIENTATION;EMPTY;test;test;test
20689;ORIENTATION;EMPTY;test;test;test
20690;ORIENTATION;EMPTY;test;test;test
20691;ORIENTATION;EMPTY;test;test;test
20692;ORIENTATION;EMPTY;test;test;test
20693;ORIENTATION;EMPTY;test;test;test
20694;ORIENTATION;EMPTY;test;test;train
20695;ORIENTATION;EMPTY;test;test;test
20696;ORIENTATION;EMPTY;test;test;test
20697;ORIENTATION;EMPTY;test;test;test
20698;ORIENTATION;EMPTY;test;test;test
20699;ORIENTATION;EMPTY;test;test;test
20700;ORIENTATION;EMPTY;test;test;test
20701;ORIENTATION;EMPTY;test;test;test
20702;ORIENTATION;EMPTY;test;test;test
20703;ORIENTATION;EMPTY;test;test;test
20704;ORIENTATION;EMPTY;test;test;test
20705;ORIENTATION;EMPTY;test;test;test
20706;ORIENTATION;EMPTY;test;test;test
20707;ORIENTATION;EMPTY;test;test;test
20708;ORIENTATION;EMPTY;test;test;train
20709;ORIENTATION;EMPTY;test;test;test
20710;ORIENTATION;EMPTY;test;test;test
20711;ORIENTATION;EMPTY;test;test;test
20712;ORIENTATION;EMPTY;test;test;test
20713;ORIENTATION;EMPTY;test;test;test
20714;ORIENTATION;EMPTY;test;test;test
20715;ORIENTATION;EMPTY;test;test;test
20716;ORIENTATION;EMPTY;test;test;test
20717;ORIENTATION;EMPTY;test;test;test
20718;ORIENTATION;EMPTY;test;test;test
20719;ORIENTATION;EMPTY;test;test;test
20720;ORIENTATION;EMPTY;test;test;test
20721;ORIENTATION;EMPTY;test;test;test
20722;ORIENTATION;EMPTY;test;test;test
20723;ORIENTATION;EMPTY;test;test;test
20724;ORIENTATION;EMPTY;test;test;test
20725;ORIENTATION;EMPTY;test;test;test
20726;ORIENTATION;EMPTY;test;test;test
20727;ORIENTATION;EMPTY;test;test;test
20728;ORIENTATION;EMPTY;test;test;test
20729;ORIENTATION;EMPTY;test;test;test
20730;ORIENTATION;EMPTY;test;test;test
20731;ORIENTATION;EMPTY;test;test;test
20732;ORIENTATION;EMPTY;test;test;test
20733;ORIENTATION;EMPTY;test;test;test
20734;ORIENTATION;EMPTY;test;test;test
20735;ORIENTATION;EMPTY;test;test;test
20736;ORIENTATION;EMPTY;test;test;test
20737;ORIENTATION;EMPTY;test;test;test
20738;ORIENTATION;EMPTY;test;test;test
20739;ORIENTATION;EMPTY;test;test;test
20740;ORIENTATION;EMPTY;test;test;test
20741;ORIENTATION;EMPTY;test;test;test
20742;ORIENTATION;EMPTY;test;test;test
20743;ORIENTATION;EMPTY;test;test;train
20744;ORIENTATION;EMPTY;test;test;test
20745;ORIENTATION;EMPTY;test;test;test
20746;ORIENTATION;EMPTY;test;test;test
20747;ORIENTATION;EMPTY;test;test;test
20748;ORIENTATION;EMPTY;test;test;test
20749;ORIENTATION;EMPTY;test;test;test
20750;ORIENTATION;EMPTY;test;test;test
20751;ORIENTATION;EMPTY;test;test;test
20752;COMMAND;EMPTY;test;test;test
